?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/WBls_0000530>	"The time period encompassing the 419th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/BFO_0000020>	"b is a specifically dependent continuant = Def. b is a continuant & there is some independent continuant c which is not a spatial region and which is such that b s-depends_on c at every time t during the course of b’s existence. (axiom label in BFO2 Reference: [050-003])"@en	
<http://purl.obolibrary.org/obo/WBls_0000090>	"The C. elegans life stage spanning 155-165 min after first cleavage at 20 Centigrade. Contains 96 cells."	
<http://purl.obolibrary.org/obo/WBls_0000172>	"The time period encompassing the 61st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000624>	"The time period encompassing the 513rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000075>	"A developemental life stage of a worm"	
<http://purl.obolibrary.org/obo/WBls_0000793>	"Strongyloides L1 larval stage that is the progeny of free-living adult worms as a part of a of free-living life-cycle."	
<http://purl.obolibrary.org/obo/WBls_0000728>	"Microfilariae that have been ingested by the vector in a blood meal from a mammalian host. Found in the midgut and muscles of the insect host."	
<http://purl.obolibrary.org/obo/WBls_0000741>	"Any developmental stage of a nematode of the Onchocerca genus."	
<http://purl.obolibrary.org/obo/WBls_0000311>	"The time period encompassing the 200th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000575>	"The time period encompassing the 464th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000004>	"The C. elegans life stage spanning 0-350min after first cleavage at 20 Centigrade. Proliferate from 1 cell to 560 cells. From start of first cleavage until cleavage is over."	
<http://purl.obolibrary.org/obo/WBls_0000450>	"The time period encompassing the 339th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000803>	"A C. elegans life stage that occurs during embryogenesis"	
<http://purl.obolibrary.org/obo/WBls_0000637>	"The time period encompassing the 526th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000402>	"The time period encompassing the 291st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000061>	"When egg-laying is still going on but intermittent and during which a significant number of oocytes are laid. Included in reproductive stage adult hermaphrodite."	
<http://purl.obolibrary.org/obo/WBls_0000283>	"The time period encompassing the 172nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000498>	"The time period encompassing the 387th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000680>	"Strongyloides infective stage L3 larval stage. This stage can develop as a part of a free-living life-cycle, or from a parasitic, parthenogenic female stage."	
<http://purl.obolibrary.org/obo/WBls_0000366>	"The time period encompassing the 255th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000421>	"The time period encompassing the 310th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000608>	"The time period encompassing the 497th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000469>	"The time period encompassing the 358th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000428>	"The time period encompassing the 317th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000552>	"The time period encompassing the 441st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000704>	"Any developmental stage in Platyhelminthes (flatworms)."	
<http://purl.obolibrary.org/obo/WBls_0000623>	"The time period encompassing the 512nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000353>	"The time period encompassing the 242nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000799>	"At 20 Centigrade: 13-14 days after L4-adult molt. 16-17 days after first cleavage."	
<http://purl.obolibrary.org/obo/WBls_0000294>	"The time period encompassing the 183rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000030>	"The stage during L2d-dauer molt when an animal becomes lethargic, ceases pharyngeal pumping and synthesizes new cuticle under the old."	
<http://purl.obolibrary.org/obo/WBls_0000110>	"A microfilaria life stage in which larvae are surrounded by a membrane thought to be derived from the vitelline membrane, hence \"sheathed\"."	
<http://purl.obolibrary.org/obo/WBls_0000389>	"The time period encompassing the 278th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000032>	"A third stage larva specialized for dispersal and long term survival."	
<http://purl.obolibrary.org/obo/WBls_0000309>	"The time period encompassing the 198th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000813>	"A C. elegans life stage that occurs during the blastula embryo life stage"	
<http://purl.obolibrary.org/obo/BFO_0000003>	"An entity that has temporal parts and that happens, unfolds or develops through time."@en	
<http://purl.obolibrary.org/obo/WBls_0000642>	"The time period encompassing the 531st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000627>	"The time period encompassing the 516th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000088>	"Seventh cleavage of the AB lineage. Contains 86 cells."	
<http://purl.obolibrary.org/obo/WBls_0000063>	"At 20 Centigrade: 0-24 hours after L4-adult molt."	
<http://purl.obolibrary.org/obo/WBls_0000177>	"The time period encompassing the 66th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000472>	"The time period encompassing the 361st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000273>	"The time period encompassing the 162nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000154>	"The time period encompassing the 43rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000065>	"At 20 Centigrade: 48-72 hours after L4-adult molt. 5-6 days after first cleavage."	
<http://purl.obolibrary.org/obo/WBls_0000719>	"A Digenean (fluke) life stage that occurs in the definitive host. The stage begins when the newly excysted juveniles migrate through the liver parenchyma where they increase in size to become juvenile flukes. From here they migrate into the bile ducts, where they grow and develop into fully mature adults."	
<http://purl.obolibrary.org/obo/WBls_0000677>	"The stage of the Strongyloides life-cycle that occurs entirely outside of a host or vector organism."	
<http://purl.obolibrary.org/obo/WBls_0000561>	"The time period encompassing the 450th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000340>	"The time period encompassing the 229th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000392>	"The time period encompassing the 281st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000646>	"The time period encompassing the 535th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000413>	"The time period encompassing the 302nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000617>	"The time period encompassing the 506th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000016>	"The C. elegans life stage spanning 350-390min after first cleavage at 20 Centigrade.  Cell number remains at ~560 cells, with some new cells generated and some cells go through programmed cell death. Emrbyo elongation started but have not formed comma shape yet. The shape of embryo looks like a lima bean. A stage right before comma embryo. Also called lima embryo or lima bean stage."	
<http://purl.obolibrary.org/obo/WBls_0000430>	"The time period encompassing the 319th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000822>	"A C. elegans life stage classified by the number of minutes post first embryonic cleavage."	
<http://purl.obolibrary.org/obo/WBls_0000157>	"The time period encompassing the 46th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000260>	"The time period encompassing the 149th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000801>	"The stage that begins right after hatching and before development proceeds after feeding. A newly hatched L1 larva contains 558 cells."	
<http://purl.obolibrary.org/obo/WBls_0000725>	"A tailless cercarium of Schistosoma sp, 24 hours post-infection by skin penetration of the definitive host."	"OPL:0000172"
<http://purl.obolibrary.org/obo/WBls_0000201>	"The time period encompassing the 90th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000810>	"A C. elegans life stage that occurs during the comma embryo life stage"	
<http://purl.obolibrary.org/obo/WBls_0000149>	"The time period encompassing the 38th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000125>	"The time period encompassing the 14th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000514>	"The time period encompassing the 403rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000459>	"The time period encompassing the 348th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000085>	"Fourth cleavage of the AB lineage. Contains 24 cells."	
<http://purl.obolibrary.org/obo/WBls_0000827>	"A C. elegans life stage that occurs after the animal has recovered from the dauer diapause. This includes the post dauer L3 (PDL3) stage, the post dauer L4 (PDL4) stage, and post dauer adult stage."	
<http://purl.obolibrary.org/obo/WBls_0000537>	"The time period encompassing the 426th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000404>	"The time period encompassing the 293rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000108>	"The third stage larva of nematodes."	
<http://purl.obolibrary.org/obo/WBls_0000606>	"The time period encompassing the 495th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000471>	"The time period encompassing the 360th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000100>	"The animals have a significant \"prepatent\" period in the host, where they have moulted to adults but not yet started producing eggs or sperm; this stage is usually-should be conditioned by days post infection, with day 26 to approximately day 60 being the \"young adult\" in most systems - but note that the speed of development is different in different host genotypes."	
<http://purl.obolibrary.org/obo/WBls_0000242>	"The time period encompassing the 131st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000529>	"The time period encompassing the 418th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000250>	"The time period encompassing the 139th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000374>	"The time period encompassing the 263rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000652>	"The time period encompassing the 541st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000187>	"The time period encompassing the 76th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000727>	"The stage that develops from the embyro and is released from the adult female worm, within the mammalian host. Microfilariae are unsheathed and are mainly found in nodules, the skin and connective tissues."	
<http://purl.obolibrary.org/obo/WBls_0000217>	"The time period encompassing the 106th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000270>	"The time period encompassing the 159th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000486>	"The time period encompassing the 375th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000452>	"The time period encompassing the 341st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000373>	"The time period encompassing the 262nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000274>	"The time period encompassing the 163rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000639>	"The time period encompassing the 528th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000581>	"The time period encompassing the 470th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000354>	"The time period encompassing the 243rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000805>	"A C. elegans life stage that occurs during the elongating embryo life stage"	
<http://purl.obolibrary.org/obo/WBls_0000299>	"The time period encompassing the 188th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000226>	"The time period encompassing the 115th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000358>	"The time period encompassing the 247th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000563>	"The time period encompassing the 452nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000797>	"At 20 Centigrade: 11-12 days after L4-adult molt. 14-15 days after first cleavage."	
<http://purl.obolibrary.org/obo/WBls_0000197>	"The time period encompassing the 86th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000319>	"The time period encompassing the 208th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000360>	"The time period encompassing the 249th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000386>	"The time period encompassing the 275th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000733>	"L3 larvae after introduction to the mammalian host through the bite wound of the insect vector."	
<http://purl.obolibrary.org/obo/WBls_0000104>	"The nematode life-stage that begins when the organism is fully-developed and has reached maturity."	
<http://purl.obolibrary.org/obo/WBls_0000098>	"Also known as infective L3, or iL3; i.e. isolated from the vector salivary glands; these samples may-should be conditioned by age, which is usually counted in days from the blood meal."	
<http://purl.obolibrary.org/obo/WBls_0000444>	"The time period encompassing the 333rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000083>	"The life-stage that begins when a B. malayi individual is fully-developed and has reached maturity. Adult B. malayi (or at least adult females) can live for 10 years in a human host, and can outlive their rodent laboratory hosts; it is usual to state the chronological age of the nematodes in days or months post-infection, and occasionally post-patency (the production of first microfilariae)."	
<http://purl.obolibrary.org/obo/WBls_0000227>	"The time period encompassing the 116th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000600>	"The time period encompassing the 489th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000284>	"The time period encompassing the 173rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000222>	"The time period encompassing the 111st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000542>	"The time period encompassing the 431st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000629>	"The time period encompassing the 518th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000293>	"The time period encompassing the 182nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000145>	"The time period encompassing the 34th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000502>	"The time period encompassing the 391st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000169>	"The time period encompassing the 58th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000134>	"The time period encompassing the 23rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000057>	"The stage after an hermaphrodite animal is fully-developed and reaches maturity."	
<http://purl.obolibrary.org/obo/WBls_0000042>	"The stage during L1-L2 molt, after the brief lethargus period, when an animal sheds off old cuticle."	
<http://purl.obolibrary.org/obo/WBls_0000721>	"OBSOLETE. An adult life-stage of a soil-transmitted nematode such as Trichuris sp. that resides in the intestinal epitheium. The stage ends when the posterior of the male and female worms emerge free into the intestinal lumen at which point the worm enters the lumenal stage."	
<http://purl.obolibrary.org/obo/WBls_0000097>	"A developmental life stage of a roundworm of the genus Brugia that occurs from egg hatching until adulthood."	
<http://purl.obolibrary.org/obo/WBls_0000137>	"The time period encompassing the 26th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000236>	"The time period encompassing the 125th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000368>	"The time period encompassing the 257th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000280>	"The time period encompassing the 169th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000682>	"The Strongyloides life-cycle stage in which male and female adult worms reproduce sexually and live entirely outside a host organism."	
<http://purl.obolibrary.org/obo/WBls_0000619>	"The time period encompassing the 508th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000454>	"The time period encompassing the 343rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000431>	"The time period encompassing the 320th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/GO_0008150>	"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence."	"Wikipedia:Biological_process"
<http://purl.obolibrary.org/obo/WBls_0000403>	"The time period encompassing the 292nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000553>	"The time period encompassing the 442nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000078>		
<http://purl.obolibrary.org/obo/WBls_0000382>	"The time period encompassing the 271st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000054>	"The stage during L2d-L3 molt when an animal becomes lethargic, ceases pharyngeal pumping and synthesizes new cuticle under the old."	
<http://purl.obolibrary.org/obo/WBls_0000015>	"The C. elegans life stage spanning 350-620min after first cleavage at 20 Centigrade. Cell number remains at ~560 cells, with some new cells generated and some cells go through programmed cell death. The stage that embryo starts elongation until elongation is over."	
<http://purl.obolibrary.org/obo/WBls_0000021>	"The C. elegans life stage spanning 620-800min(hatch) after first cleavage at 20 Centigrade. Cell number remains at ~560 cells, with some new cells generated and some cells go through programmed cell death. A stage after elongation is over. The last stage of embryogenesis. Also called pre-hatched embryo, late embryo or morphogenetic embryo."	
<http://purl.obolibrary.org/obo/WBls_0000194>	"The time period encompassing the 83rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/BFO_0000034>		
<http://purl.obolibrary.org/obo/WBls_0000545>	"The time period encompassing the 434th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000569>	"The time period encompassing the 458th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000540>	"The time period encompassing the 429th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000233>	"The time period encompassing the 122nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000393>	"The time period encompassing the 282nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000506>	"The time period encompassing the 395th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000738>	"Larvae isolated from the insect vector and cultured in vitro to the L4 stage."	
<http://purl.obolibrary.org/obo/WBls_0000468>	"The time period encompassing the 357th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000336>	"The time period encompassing the 225th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000372>	"The time period encompassing the 261st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000165>	"The time period encompassing the 54th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000050>	"The stage during L4-adult molt, after the brief lethargus period, when an animal shed off old cuticle."	
<http://purl.obolibrary.org/obo/WBls_0000734>	"L3 larvae isolated from the insect vector and cultured in vitro for 1 day."	
<http://purl.obolibrary.org/obo/WBls_0000591>	"The time period encompassing the 480th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000693>	"The time period encompassing the 560th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000328>	"The time period encompassing the 217th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000254>	"The time period encompassing the 143rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000419>	"The time period encompassing the 308th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000189>	"The time period encompassing the 78th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000220>	"The time period encompassing the 109th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000531>	"The time period encompassing the 420th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000243>	"The time period encompassing the 132nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000380>	"The time period encompassing the 269th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000001>	"The nematode life-cycle stage that occurs entirely outside of a host organism."	
<http://purl.obolibrary.org/obo/WBls_0000742>	"Adult male Strongyloides living entirely outside of a host or vector organism."	
<http://purl.obolibrary.org/obo/WBls_0000612>	"The time period encompassing the 501st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000692>	"The tenth sub-stage of the L4 larva. The vulval lumen is completely collapsed. At 20 Centigrade: 42.8 hours after hatching, 8.8 hours from the L3-to-L4 molt."	
<http://purl.obolibrary.org/obo/WBls_0000442>	"The time period encompassing the 331st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000193>	"The time period encompassing the 82nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000429>	"The time period encompassing the 318th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000739>	"Adult male that has developed from L4 larvae in the mammalian host."	
<http://purl.obolibrary.org/obo/WBls_0000512>	"The time period encompassing the 401st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000160>	"The time period encompassing the 49th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000020>	"The C. elegans life stage spanning 520-620min after first cleavage at 20 Centigrade. Cell number remains at ~560 cells, with some new cells generated and some cells go through programmed cell death. The shape of embryo is elongated and tripple fold. A stage between 2-fold embryo and fully-elongated embryo. Also called pretzel embryo or pretzel stage."	
<http://purl.obolibrary.org/obo/WBls_0000453>	"The time period encompassing the 342nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000118>	"The time period encompassing the 7th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000362>	"The time period encompassing the 251st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000264>	"The time period encompassing the 153rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000318>	"The time period encompassing the 207th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000554>	"The time period encompassing the 443rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000500>	"The time period encompassing the 389th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000235>	"The time period encompassing the 124th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000679>	"Larval stage that is capable of infecting a host organism."	
<http://purl.obolibrary.org/obo/WBls_0000523>	"The time period encompassing the 412nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000253>	"The time period encompassing the 142nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000282>	"The time period encompassing the 171st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000519>	"The time period encompassing the 408th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000665>	"An early stage in the life cycle of Brugia species, which develops from the egg and precedes the L1 stage."	
<http://purl.obolibrary.org/obo/WBls_0000234>	"The time period encompassing the 123rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
